jahr;foerderungswerber;foerderungsart;medium;mediumtyp;gesetzlichegrundlage;foerderungsbetrag;"1. Teilbetrag";"2. Teilbetrag";grundbetrag;zusatzfoerderungen;redaktionsstatut;fehlermanagementsystem;"qualitätssicherungssystem";frauenfoerderplaene;"inhaltsvielfaltfoerderung";regional;international;status;ablehnungsgrund
"2024/2";"RZ Regionalzeitungs GmbH";"Inhaltsvielfalts-Förderung";"RZ Regionalzeitungen";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"8312,81";"4156,41";"4156,40";;;;;;;;"8312,81";;abgeschlossen;
"2024/2";"Salzburger Nachrichten Medien GmbH & Co.KG";"Inhaltsvielfalts-Förderung";"Salzburger Nachrichten";Tageszeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"85541,38";"42770,69";"42770,69";;;;;;;;"85541,38";;abgeschlossen;
"2024/2";"Salzburger Verlagshaus GmbH";"Inhaltsvielfalts-Förderung";"Salzburger Woche";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"36202,89";"18101,45";"18101,44";;;;;;;;"36202,89";;abgeschlossen;
"2024/2";"Bischöfliches Ordinariat - Diözese Graz-Seckau";"Inhaltsvielfalts-Förderung";"SONNTAGSBLATT für Steiermark";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"8794,71";"4397,36";"4397,35";;;;;;;;"8794,71";;abgeschlossen;
"2024/2";"Die Steirerin Verlags GmbH & Co KG";"Inhaltsvielfalts-Förderung";STEIRERIN;Magazin;"3. Abschnitt: §§ 7, 8 QJF-G";"6836,99";"3418,50";"3418,49";;;;;;;;"6836,99";;abgeschlossen;
"2024/2";"Südwind Verein für Entwicklungspolitik und globale Gerechtigkeit";"Inhaltsvielfalts-Förderung";"Südwind-Magazin";Magazin;"3. Abschnitt: §§ 7, 8 QJF-G";"1709,26";"854,63";"854,63";;;;;;;;;"1709,25";abgeschlossen;
"2024/2";"TIPS Zeitungs GmbH & CoKG";"Inhaltsvielfalts-Förderung";TIPS;Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"66992,67";"33496,34";"33496,33";;;;;;;;"66992,67";;abgeschlossen;
"2024/2";"Diözese Innsbruck";"Inhaltsvielfalts-Förderung";"Tiroler Sonntag - Kirchenzeitung der Diözese Innsbruck";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"3569,09";"1784,55";"1784,54";;;;;;;;"3569,09";;abgeschlossen;
"2024/2";"Schlüsselverlag J.S. Moser GmbH";"Inhaltsvielfalts-Förderung";"Tiroler Tageszeitung";Tageszeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"99019,58";"49509,79";"49509,79";;;;;;;;"99019,58";;abgeschlossen;
"2024/2";"Tirolerin Verlags GmbH";"Inhaltsvielfalts-Förderung";Tirolerin;Magazin;"3. Abschnitt: §§ 7, 8 QJF-G";"8448,35";"4224,18";"4224,17";;;;;;;;"8448,35";;abgeschlossen;
"2024/2";"Diözese Feldkirch";"Inhaltsvielfalts-Förderung";"Vorarlberger KirchenBlatt";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"3373,31";"1686,66";"1686,65";;;;;;;;"3373,31";;abgeschlossen;
"2024/2";"Russmedia Verlag GmbH";"Inhaltsvielfalts-Förderung";"Vorarlberger Nachrichten";Tageszeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"71446,69";"35723,35";"35723,34";;;;;;;;"71446,69";;abgeschlossen;
"2024/2";"Russmedia GmbH";"Inhaltsvielfalts-Förderung";Vorarlbergerin;Magazin;"3. Abschnitt: §§ 7, 8 QJF-G";"4668,43";"2334,22";"2334,21";;;;;;;;"4668,43";;abgeschlossen;
"2024/2";"vormagazin ges.m.b.h.";"Inhaltsvielfalts-Förderung";vormagazin;Magazin;"3. Abschnitt: §§ 7, 8 QJF-G";"3764,86";"1882,43";"1882,43";;;;;;;;"3764,86";;abgeschlossen;
"2024/2";"Weekend Magazin GmbH";"Inhaltsvielfalts-Förderung";"Weekend Magazin OÖ";Magazin;"3. Abschnitt: §§ 7, 8 QJF-G";"33145,83";"16572,92";"16572,91";;;;;;;;"33145,83";;abgeschlossen;
"2024/2";"Wiener Bezirksblatt GmbH";"Inhaltsvielfalts-Förderung";"Wiener Bezirksblatt";Magazin;"3. Abschnitt: §§ 7, 8 QJF-G";"11821,66";"5910,83";"5910,83";;;;;;;;"11821,66";;abgeschlossen;
"2024/2";"Life Style Projekt GmbH";"Inhaltsvielfalts-Förderung";Wienerin;Magazin;"3. Abschnitt: §§ 7, 8 QJF-G";"3433,55";"1716,78";"1716,77";;;;;;;;"3433,55";;abgeschlossen;
"2024/2";"RMK Regionalmedien Kärnten GmbH";"Inhaltsvielfalts-Förderung";"Woche Kärnten";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"41910,42";"20955,21";"20955,21";;;;;;;;"41910,42";;abgeschlossen;
"2024/2";"Wochenzeitungs GmbH Steiermark";"Inhaltsvielfalts-Förderung";"WOCHE Steiermark";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"50828,43";"25414,22";"25414,21";;;;;;;;"50828,43";;abgeschlossen;
"2024/2";"Weizer Zeitung Gesellschaft m.b.H. & Co KG";"Inhaltsvielfalts-Förderung";"WOCHE Weiz/Birkfeld, Gleisdorf";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"3990,75";"1995,38";"1995,37";;;;;;;;"3990,75";;abgeschlossen;
"2024/2";"Fivemedia GmbH";"Inhaltsvielfalts-Förderung";"www.5min.at";"Online-Medium";"3. Abschnitt: §§ 7, 8 QJF-G";"13899,86";"6949,93";"6949,93";;;;;;;;"13899,86";;abgeschlossen;
"2024/2";"SALZBURG24 GmbH";"Inhaltsvielfalts-Förderung";"www.salzburg24.at";"Online-Medium";"3. Abschnitt: §§ 7, 8 QJF-G";"12077,67";"6038,84";"6038,83";;;;;;;;"12077,67";;abgeschlossen;
"2024/2";"Mediengruppe ""Österreich"" GmbH";"Inhaltsvielfalts-Förderung";Österreich;Tageszeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"166585,17";"83292,59";"83292,58";;;;;;;;"111056,78";"55528,39";abgeschlossen;
"2024/2";"""Die Presse"" Verlags-Gesellschaft m.b.H. & Co KG";"Journalismus-Förderung";"""Die Presse"" Unabhängige Tageszeitung für Österreich";Tageszeitung;"2. Abschnitt: § 6 QJF-G";"811516,51";"405758,26";"405758,25";"624243,47";"187273,04";;;;;;;;abgeschlossen;
"2024/2";"Sand und Zeit, Herausgabe und Vertrieb der Straßenzeitung AUGUSTIN";"Journalismus-Förderung";Augustin;Magazin;"2. Abschnitt: § 6 QJF-G";"19492,83";"9746,42";"9746,41";"19492,83";;;;;;;;;abgeschlossen;
"2024/2";"VGN Medien Holding GmbH";"Journalismus-Förderung";Autorevue;Magazin;"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/2";"Badener Zeitungsverlag GmbH";"Journalismus-Förderung";"Badener Zeitung";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"25093,39";"12546,70";"12546,69";"25093,39";;;;;;;;;abgeschlossen;
"2024/2";"Bezirksblätter Burgenland Verlag GmbH";"Journalismus-Förderung";"Bezirksblätter Burgenland";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"117626,16";"58813,08";"58813,08";"90481,66";"27144,51";;;;;;;;abgeschlossen;
"2024/2";"RegionalMedien Niederösterreich GmbH";"Journalismus-Förderung";"Bezirksblätter Niederösterreich";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"315257,50";"157628,75";"157628,75";"242505,77";"72751,73";;;;;;;;abgeschlossen;
"2024/2";"RegionalMedien Salzburg GmbH";"Journalismus-Förderung";"Bezirksblätter Salzburg";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"153840,65";"76920,33";"76920,32";"118338,96";"35501,69";;;;;;;;abgeschlossen;
"2024/2";"RegionalMedien Tirol GmbH";"Journalismus-Förderung";"Bezirksblätter Tirol";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"243384,04";"121692,02";"121692,02";"187218,49";"56165,55";;;;;;;;abgeschlossen;
"2024/2";"RegionalMedien Inntal GmbH";"Journalismus-Förderung";"Bezirksblätter Tirol (Kitzbühel, Kufstein, Schwaz)";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"59758,63";"29879,32";"29879,31";"45968,18";"13790,45";;;;;;;;abgeschlossen;
"2024/2";"RegionalMedien Oberösterreich GmbH";"Journalismus-Förderung";"Bezirksrundschau Oberösterreich";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"392431,94";"196215,97";"196215,97";"301870,72";"90561,22";;;;;;;;abgeschlossen;
"2024/2";"bz Wiener Bezirkszeitung GmbH";"Journalismus-Förderung";"BezirksZeitung Wien";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"246409,79";"123204,90";"123204,89";"189545,99";"56863,80";;;;;;;;abgeschlossen;
"2024/2";"BVZ Burgenländische Volkszeitung GmbH";"Journalismus-Förderung";BVZ;Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"100097,16";"50048,58";"50048,58";"71497,97";"28599,19";;;;;;;;abgeschlossen;
"2024/2";"Zielgruppen-Zeitungsverlags GmbH";"Journalismus-Förderung";ChefInfo;Magazin;"2. Abschnitt: § 6 QJF-G";"48077,48";"24038,74";"24038,74";"48077,48";;;;;;;;;abgeschlossen;
"2024/2";"Media 21 GmbH";"Journalismus-Förderung";"der Grazer";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"66755,68";"33377,84";"33377,84";"51350,53";"15405,16";;;;;;;;abgeschlossen;
"2024/2";"Wiener Dom-Verlag Gesellschaft m.b.H.";"Journalismus-Förderung";"Der Sonntag";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"29530,19";"14765,10";"14765,09";"29530,19";;;;;;;;;abgeschlossen;
"2024/2";"STANDARD Verlagsgesellschaft m.b.H";"Journalismus-Förderung";"DER STANDARD";Tageszeitung;"2. Abschnitt: § 6 QJF-G";"1028897,97";"514448,99";"514448,98";"791459,98";"237437,99";;;;;;;;abgeschlossen;
"2024/2";"Die Furche-Zeitschriften-Betriebsgesellschaft m.b.H & Co KG";"Journalismus-Förderung";"DIE FURCHE";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"87444,27";"43722,14";"43722,13";"67264,82";"20179,45";;;;;;;;abgeschlossen;
"2024/2";"Falter - Zeitschriften Gesellschaft m.b.H.";"Journalismus-Förderung";"FALTER Die Wochenzeitung aus Wien.";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"151142,20";"75571,10";"75571,10";"151142,20";;;;;;;;;abgeschlossen;
"2024/2";"KURIER Zeitungsverlag und Druckerei Gesellschaft m.b.H.";"Journalismus-Förderung";freizeit;Wochenzeitung;"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/2";"Mediengruppe ""Österreich"" GmbH";"Journalismus-Förderung";"Gesund & Fit";Magazin;"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/2";"Wailand und Waldstein Gesellschaft m.b.H.";"Journalismus-Förderung";GEWINN;Magazin;"2. Abschnitt: § 6 QJF-G";"55205,45";"27602,73";"27602,72";"50186,77";"5018,68";;;;;;;;abgeschlossen;
"2024/2";"Gusto GmbH & Co KG";"Journalismus-Förderung";Gusto;Magazin;"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/2";"AHVV Verlags GmbH";"Journalismus-Förderung";Heute;Tageszeitung;"2. Abschnitt: § 6 QJF-G";"568299,76";"284149,88";"284149,88";"473583,13";"94716,63";;;;;;;;abgeschlossen;
"2024/2";"Kroatischer Presseverein (Hrvatsko stamparsko drustvo)";"Journalismus-Förderung";"Hrvatske novine";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"19056,43";"9528,22";"9528,22";"19056,43";;;;;;;;;abgeschlossen;
"2024/2";"Momentum Institut -- Verein für sozialen Fortschritt";"Journalismus-Förderung";"https://moment.at";"Online-Medium";"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/2";"Mediengruppe ""Österreich"" GmbH";"Journalismus-Förderung";Insider;Magazin;"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/2";"Kirchenblatt für die Diözese St. Pölten";"Journalismus-Förderung";"Kirche bunt - St. Pöltner Kirchenzeitung";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"28802,84";"14401,42";"14401,42";"28802,84";;;;;;;;;abgeschlossen;
"2024/2";"Diözese Linz";"Journalismus-Förderung";"Kirchenzeitung Diözese Linz";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"43567,94";"21783,97";"21783,97";"43567,94";;;;;;;;;abgeschlossen;
"2024/2";"Kitzbüheler Anzeiger Gesellschaft m.b.H.";"Journalismus-Förderung";"Kitzbüheler Anzeiger";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"28075,50";"14037,75";"14037,75";"28075,50";;;;;;;;;abgeschlossen;
"2024/2";"Kleine Zeitung GmbH & Co KG";"Journalismus-Förderung";"Kleine Zeitung";Tageszeitung;"2. Abschnitt: § 6 QJF-G";"1079815,73";"539907,87";"539907,86";"830627,48";"249188,25";;;;;;;;abgeschlossen;
"2024/2";"Österreichischer Kommunal-Verlag GmbH";"Journalismus-Förderung";KOMMUNAL;Magazin;"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/2";"Twist Zeitschriften Verlag GmbH";"Journalismus-Förderung";KOSMO;Magazin;"2. Abschnitt: § 6 QJF-G";"28802,84";"14401,42";"14401,42";"28802,84";;;;;;;;;abgeschlossen;
"2024/2";"KRONE - Verlag Gesellschaft m.b.H. & Co. KG";"Journalismus-Förderung";"Krone Bunt";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/2";"KRONE - Verlag Gesellschaft m.b.H. & Co. KG";"Journalismus-Förderung";"Kronen Zeitung";Tageszeitung;"2. Abschnitt: § 6 QJF-G";"1821656,26";"910828,13";"910828,13";"1301183,05";"520473,22";;;;;;;;abgeschlossen;
"2024/2";"KURIER Zeitungsverlag und Druckerei Gesellschaft m.b.H.";"Journalismus-Förderung";KURIER;Tageszeitung;"2. Abschnitt: § 6 QJF-G";"1240280,67";"620140,34";"620140,33";"885914,76";"354365,91";;;;;;;;abgeschlossen;
"2024/2";"""Leibnitz Aktuell"" Zeitungsverlagsgesellschaft mit beschränkter Haftung";"Journalismus-Förderung";"Leibnitz Aktuell, unabhängiges Monatsmagazin für die Region, seit 1975";Magazin;"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/2";"Mediengruppe ""Österreich"" GmbH";"Journalismus-Förderung";"Live and Style";Magazin;"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/2";"wienlive Zeitschriften GmbH";"Journalismus-Förderung";"look! Das neue Magazin für Frauen";Magazin;"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/2";"Mediengruppe ""Österreich"" GmbH";"Journalismus-Förderung";Madonna;Magazin;"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/2";"NEUE Zeitungs GmbH";"Journalismus-Förderung";"NEUE Vorarlberger Tageszeitung";Tageszeitung;"2. Abschnitt: § 6 QJF-G";"167201,97";"83600,99";"83600,98";"119429,98";"47771,99";;;;;;;;abgeschlossen;
"2024/2";"VGN Medien Holding GmbH";"Journalismus-Förderung";News;Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"144101,50";"72050,75";"72050,75";"120084,59";"24016,92";;;;;;;;abgeschlossen;
"2024/2";"SloMedia - Slovenski medijski center - Slowenisches Medienzentrum GmbH";"Journalismus-Förderung";Novice;Volksgruppenzeitung;"2. Abschnitt: § 6 QJF-G";"33676,05";"16838,03";"16838,02";"33676,05";;;;;;;;;abgeschlossen;
"2024/2";"Niederösterreichisches Pressehaus Druck- und Verlagsgesellschaft m.b.H.";"Journalismus-Förderung";NÖN;Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"600926,62";"300463,31";"300463,31";"429233,30";"171693,32";;;;;;;;abgeschlossen;
"2024/2";"""Obersteirische Rundschau"" Medien GmbH";"Journalismus-Förderung";"Obersteirische Rundschau";Magazin;"2. Abschnitt: § 6 QJF-G";"22911,35";"11455,68";"11455,67";"22911,35";;;;;;;;;abgeschlossen;
"2024/2";"Neu-Media GmbH";"Journalismus-Förderung";Oberösterreicherin;Magazin;"2. Abschnitt: § 6 QJF-G";"30112,06";"15056,03";"15056,03";"30112,06";;;;;;;;;abgeschlossen;
"2024/2";"Osttiroler Bote Medienunternehmen GmbH";"Journalismus-Förderung";"Osttiroler Bote";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"33457,85";"16728,93";"16728,92";"33457,85";;;;;;;;;abgeschlossen;
"2024/2";"OÖN Redaktion GmbH & Co KG";"Journalismus-Förderung";OÖNachrichten;Tageszeitung;"2. Abschnitt: § 6 QJF-G";"565768,60";"282884,30";"282884,30";"435206,62";"130561,98";;;;;;;;abgeschlossen;
"2024/2";"prima! Magazin e.U.";"Journalismus-Förderung";"prima! Magazin";Magazin;"2. Abschnitt: § 6 QJF-G";"16074,32";"8037,16";"8037,17";"16074,31";;;;;;;;;abgeschlossen;
"2024/2";"Profil Redaktion GmbH";"Journalismus-Förderung";Profil;Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"250293,81";"125146,91";"125146,90";"178781,29";"71512,52";;;;;;;;abgeschlossen;
"2024/2";"Mediengruppe ""Österreich"" GmbH";"Journalismus-Förderung";Reiselust;Magazin;"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/2";"STANDARD Verlagsgesellschaft m.b.H";"Journalismus-Förderung";RONDO;Wochenzeitung;"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/2";"Oberländer Rundschau GmbH";"Journalismus-Förderung";Rundschau;Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"111981,97";"55990,99";"55990,98";"93318,31";"18663,66";;;;;;;;abgeschlossen;
"2024/2";"Ordinariat der Erzdiözese Salzburg";"Journalismus-Förderung";Rupertusblatt;Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"24947,92";"12473,96";"12473,96";"24947,92";;;;;;;;;abgeschlossen;
"2024/2";"RZ Regionalzeitungs GmbH";"Journalismus-Förderung";"RZ Regionalzeitungen";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"56209,19";"28104,60";"28104,59";"40149,42";"16059,77";;;;;;;;abgeschlossen;
"2024/2";"Salzburger Nachrichten Medien GmbH & Co.KG";"Journalismus-Förderung";"Salzburger Nachrichten";Tageszeitung;"2. Abschnitt: § 6 QJF-G";"495779,87";"247889,94";"247889,93";"413149,89";"82629,98";;;;;;;;abgeschlossen;
"2024/2";"Salzburger Verlagshaus GmbH";"Journalismus-Förderung";"Salzburger Woche";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"174853,63";"87426,82";"87426,81";"174853,63";;;;;;;;;abgeschlossen;
"2024/2";"CRM Medientrend GmbH";"Journalismus-Förderung";"schau Magazin";Magazin;"2. Abschnitt: § 6 QJF-G";"34839,80";"17419,90";"17419,90";"34839,80";;;;;;;;;abgeschlossen;
